,target,text
1384,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
3441,spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
1738,ham,K go and sleep well. Take rest:-).
5255,ham,Ok... Sweet dreams...
1503,ham,Ill be there on  &lt;#&gt;  ok.
2564,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
1631,ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
3724,ham,Nothing spl..wat abt u and whr ru?
2102,ham,Audrie lousy autocorrect
266,ham,"Not sure yet, still trying to get a hold of him"
1033,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
2631,spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
3586,ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
2585,ham,I will be outside office take all from there
1844,ham,Da is good good player.why he is unsold.
5501,spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
5400,ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...
2214,ham,Ok then i'll let him noe later n ask him call u tmr...
144,ham,Yes see ya not on the dot
4427,ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
3959,ham,I sent lanre fakeye's Eckankar details to the mail box
4343,ham,Hi:)did you asked to waheeda fathima about leave?
4469,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
4476,ham,Oh :-)only 4 outside players allowed to play know
2547,spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
320,ham,"Merry Christmas to you too babe, i love ya *kisses*"
4732,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
1587,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
1584,ham,"Sorry, I'll call later"
3573,ham,Yeah sure I'll leave in a min
3699,ham,Oh...i asked for fun. Haha...take care. Ì_
2282,ham,Whom you waited for yesterday
4526,ham,Understand. his loss is my gain :) so do you work? School?
1010,ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
3913,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3024,ham,"What part of \don't initiate\"" don't you understand"""
3996,spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
191,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
4783,ham,Indeed and by the way it was either or - not both !
1175,ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
4531,ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
4992,ham,\HEY KATE
1690,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
1280,ham,Oh ho. Is this the first time u use these type of words
3350,ham,At what time are you coming.
5112,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
2232,ham,Nothing just getting msgs by dis name wit different no's..
687,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
638,ham,"What will we do in the shower, baby?"
569,ham,WOT U WANNA DO THEN MISSY?
3654,ham,Senthil group company Apnt 5pm.
933,ham,What time you think you'll have it? Need to know when I should be near campus
1169,ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
1360,ham,Yo dude guess who just got arrested the other day
4629,ham,Everybody had fun this evening. Miss you.
3287,spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
3462,ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
1822,ham,If you're thinking of lifting me one then no.
2790,spam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870
196,ham,Did u got that persons story
4591,ham,Right it wasnt you who phoned it was someone with a number like yours!
5032,ham,"* Was really good to see you the other day dudette, been missing you!"
3089,ham,Am going to take bath ill place the key in window:-)
3785,ham,Wat r u doing?
5075,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
2428,ham,She.s find. I sent you an offline message to know how anjola's now.
2075,ham,Must come later.. I normally bathe him in da afternoon mah..
4491,ham,Probably a couple hours tops
1705,ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
147,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
797,ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
1750,ham,Got it..mail panren paru..
623,ham,"sorry, no, have got few things to do. may be in pub later."
2286,ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
4067,spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
2028,ham,Kallis is ready for bat in 2nd innings
5105,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
5006,ham,Oh k. . I will come tomorrow
4991,ham,I'm hungry buy smth home...
1473,ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
722,ham,That is wondar full flim.
1361,ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
106,ham,"Aight, I'll hit you up when I get some cash"
4446,ham,Please tell me you have some of that special stock you were talking about
4746,ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
4485,ham,have * good weekend.
3052,ham,Pls send me the correct name da.
1472,ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?"
1117,spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301."
554,ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book
299,ham,Need a coffee run tomo?Can't believe it's that time of week already
170,ham,"Sir, I need AXIS BANK account no and bank address."
3326,ham, what number do u live at? Is it 11?
3803,ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
3674,ham,Whos this am in class:-)
1276,ham,Can do lor...
2354,ham,R we going with the  &lt;#&gt;  bus?
3619,ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
415,ham,Whatsup there. Dont u want to sleep
4860,ham,Nokia phone is lovly..
4524,ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
4282,ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
3053,ham,What happened to our yo date?
3923,ham,How? Izzit still raining?
1839,ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
2956,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
2317,ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
2915,ham,What time should I tell my friend to be around?
630,ham,Please dont say like that. Hi hi hi
5046,ham,Hmmm.still we dont have opener?
162,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
413,ham,Bring home some Wendy =D
1073,ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
2017,ham,"Better than bb. If he wont use it, his wife will or them doctor"
5126,ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
876,ham,Are you in castor? You need to see something
817,ham,Also are you bringing galileo or dobby
4918,ham,Re your call; You didn't see my facebook huh?
2255,ham,I just lov this line: \Hurt me with the truth
2734,ham,Can you do a mag meeting this avo at some point?
872,ham,I'll text you when I drop x off
4341,ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
3683,ham,Dad says hurry the hell up
229,ham,Dear good morning now only i am up
906,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
2056,ham,.Please charge my mobile when you get up in morning.
896,ham,Hope you are having a good week. Just checking in
5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
3871,ham,I am joining today formally.Pls keep praying.will talk later.
2153,ham,I dont have i shall buy one dear
791,ham,All e best 4 ur driving tmr :-)
1910,ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
1327,spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
2308,spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
2876,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
698,ham,Mum ask Ì_ to buy food home...
3083,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
3080,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
4986,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
1717,spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
2579,ham,I dunno until when... Lets go learn pilates...
894,ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
3020,ham,Am in film ill call you later.
3541,ham,ÌÏ come lt 25 n pass to me lar
5247,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
4153,ham,Haf u eaten? Wat time u wan me 2 come?
